date,variance,temporal_cluster
2023-06-30,0.010394539106186639,2
2023-07-01,0.009850264861279205,2
2023-07-02,0.010200503412394226,2
2023-07-03,0.010347297042357977,2
2023-07-04,0.009858707202279124,2
2023-07-05,0.01337716127027208,2
2023-07-06,0.013219807498711027,2
2023-07-07,0.012210528688812543,2
2023-07-08,0.011800105775860088,2
2023-07-09,0.010920122245247537,2
2023-07-10,0.01841785145453675,1
2023-07-11,0.017657227357396846,1
2023-07-12,0.01783904163749035,1
2023-07-13,0.03345473897612391,1
2023-07-14,0.031824159989224804,1
2023-07-15,0.03307993723673581,1
2023-07-16,0.03395941811047149,1
2023-07-17,0.033759675353826374,1
2023-07-18,0.034394916608107375,1
2023-07-19,0.03393711956174793,1
2023-07-20,0.03241281342390666,1
2023-07-21,0.03559678969060403,1
2023-07-22,0.03644505288819659,1
2023-07-23,0.036592565999775686,1
2023-07-24,0.03708230919301488,1
2023-07-25,0.03701296757004849,1
2023-07-26,0.03609073135552529,1
2023-07-27,0.03616526181285876,1
2023-07-28,0.044098268938955215,1
2023-07-29,0.045601595586348104,1
2023-07-30,0.05694651721966063,1
2023-07-31,0.059034204426194226,1
2023-08-01,0.06076429932697209,1
2023-08-02,0.06408132349124179,1
2023-08-03,0.06273150954219098,1
2023-08-04,0.07397631596337728,1
2023-08-05,0.07660111364127803,1
2023-08-06,0.07754883336264738,1
2023-08-07,0.0843147928926598,1
2023-08-08,0.0749811576382283,1
2023-08-09,0.07622155580614955,1
2023-08-10,0.07623692759501502,1
2023-08-11,0.07664642939561782,1
2023-08-12,0.0602456395914202,3
2023-08-13,0.0501971204046492,3
2023-08-14,0.05126762426668644,1
2023-08-15,0.04485092403320931,1
2023-08-16,0.03770010817463185,1
2023-08-17,0.028599662185139096,1
2023-08-18,0.02657352939852434,1
2023-08-19,0.03690691227909929,1
2023-08-20,0.03872015476244027,1
2023-08-21,0.036420713398783326,1
2023-08-22,0.034623254526846385,1
2023-08-23,0.03499324562106999,1
2023-08-24,0.035204277923447505,1
2023-08-25,0.0328356298749229,1
2023-08-26,0.032725985210603596,1
2023-08-27,0.03294052414132648,1
2023-08-28,0.034735516538794683,1
2023-08-29,0.03836511687974652,1
2023-08-30,0.0392540698535012,1
2023-08-31,0.04192731161744302,1
2023-09-01,0.040248464752382467,1
2023-09-02,0.04150340091555787,1
2023-09-03,0.039339530812672614,1
2023-09-04,0.044858448540248924,1
2023-09-05,0.039560302604538175,1
2023-09-06,0.03943825911071881,1
2023-09-07,0.046387160597479965,1
2023-09-08,0.0467982209578262,1
2023-09-09,0.04676084592650627,1
2023-09-10,0.043071525111389786,1
2023-09-11,0.04705994611426159,1
2023-09-12,0.04525453981805019,1
2023-09-13,0.045528785260386194,1
2023-09-14,0.04320006157281458,1
2023-09-15,0.04895255458200535,1
2023-09-16,0.07786914129620803,1
2023-09-17,0.0834993463221711,1
2023-09-18,0.06997372929581595,1
2023-09-19,0.0724172708703482,1
2023-09-20,0.07142175828857658,1
2023-09-21,0.07321015291391447,1
2023-09-22,0.07149063132393262,1
2023-09-23,0.07249346052940545,1
2023-09-24,0.0683741081472129,1
2023-09-25,0.06867528525254792,1
2023-09-26,0.06746668243815673,1
2023-09-27,0.06943081929863058,1
2023-09-28,0.06799215275171691,1
2023-09-29,0.06389652169153018,1
2023-09-30,0.05004054851628939,1
2023-10-01,0.03804826367187925,1
2023-10-02,0.02974180950211505,1
2023-10-03,0.02982991233625397,1
2023-10-04,0.025121769669123405,1
2023-10-05,0.02112981488317232,1
2023-10-06,0.022381449909068363,1
2023-10-07,0.02189102014751928,1
2023-10-08,0.021569557289372075,1
2023-10-09,0.024208564968246124,1
2023-10-10,0.027577775416330892,1
2023-10-11,0.02339721349354564,1
2023-10-12,0.02417703203966927,1
2023-10-13,0.02370769476998975,1
2023-10-14,0.023459315154212717,1
2023-10-15,0.023938000692451295,1
2023-10-16,0.025384623945700624,1
2023-10-17,0.02657899965020531,1
2023-10-18,0.026163354807099845,1
2023-10-19,0.027395774090538918,1
2023-10-20,0.029570911521683983,1
2023-10-21,0.03151853648472521,1
2023-10-22,0.031792896928363734,1
2023-10-23,0.03168780860419355,1
2023-10-24,0.03307315785774353,1
2023-10-25,0.04059463515721516,1
2023-10-26,0.0403941908382855,1
2023-10-27,0.03889543726010144,1
2023-10-28,0.03756165110076121,1
2023-10-29,0.03743305755017665,1
2023-10-30,0.03737930350131995,1
2023-10-31,0.04772249314864154,1
2023-11-01,0.08307448031187097,1
2023-11-02,0.0763419569816003,1
2023-11-03,0.07898480707100276,1
2023-11-04,0.08064883147566398,1
2023-11-05,0.07978443034524337,1
2023-11-06,0.08351823024166273,1
2023-11-07,0.08326227270500032,1
2023-11-08,0.07947867760376445,3
2023-11-09,0.07634626066026692,3
2023-11-10,0.07395318640227691,3
2023-11-11,0.06950241942268705,3
2023-11-12,0.06721748414210313,3
2023-11-13,0.07553017671871191,3
2023-11-14,0.05927217603865915,3
2023-11-15,0.048164791183706354,3
2023-11-16,0.037084231044652985,3
2023-11-17,0.04017410899358113,3
2023-11-18,0.04042052561540552,3
2023-11-19,0.040855386250165236,3
2023-11-20,0.03802871955263484,3
2023-11-21,0.03794854651735739,3
2023-11-22,0.03674952256937061,3
2023-11-23,0.03596349431648115,3
2023-11-24,0.032103142502223854,3
2023-11-25,0.0325107529249066,3
2023-11-26,0.033052480702360415,3
2023-11-27,0.03318763106280607,3
2023-11-28,0.03327971321715428,3
2023-11-29,0.03350345423906386,3
2023-11-30,0.032423559481511016,3
2023-12-01,0.03154926922583197,3
2023-12-02,0.03318551029507893,3
2023-12-03,0.033500726811216394,3
2023-12-04,0.03415416674467315,3
2023-12-05,0.03162154222909181,3
2023-12-06,0.029266493692453203,3
2023-12-07,0.03042831854691746,3
2023-12-08,0.03527977156393088,3
2023-12-09,0.030912859796667295,3
2023-12-10,0.031658907383260076,1
2023-12-11,0.03469938545191828,3
2023-12-12,0.03336381255477461,3
2023-12-13,0.03244823875328246,3
2023-12-14,0.03684731797417858,1
2023-12-15,0.05019295067358066,3
2023-12-16,0.06155287707556442,3
2023-12-17,0.047399667187243616,3
2023-12-18,0.0470356386190713,3
2023-12-19,0.048926182276734655,3
2023-12-20,0.04844853187604237,3
2023-12-21,0.04496275037697671,3
2023-12-22,0.04452340176923732,3
2023-12-23,0.043229793172107706,3
2023-12-24,0.04032982767023888,3
2023-12-25,0.03982031563645197,3
2023-12-26,0.06227661683020718,3
2023-12-27,0.06612843042214084,3
2023-12-28,0.06372577981410599,3
2023-12-29,0.05982251033990983,3
2023-12-30,0.060855205143896085,3
2023-12-31,0.05942349259283178,3
2024-01-01,0.059400280453629266,3
2024-01-02,0.05880682285330869,3
2024-01-03,0.0650028481497465,3
2024-01-04,0.06439355612003334,3
2024-01-05,0.06203618193470442,3
2024-01-06,0.05931154941733214,3
2024-01-07,0.05682298866629877,3
2024-01-08,0.06334407908367992,3
2024-01-09,0.06327950623178705,3
2024-01-10,0.06100551225910403,3
2024-01-11,0.06185550989757763,3
2024-01-12,0.056524678818375335,3
2024-01-13,0.057382454562918364,3
2024-01-14,0.05931154273110893,3
2024-01-15,0.05743710561027785,3
2024-01-16,0.061842964001105644,3
2024-01-17,0.061628507983649085,3
2024-01-18,0.05973036781762504,3
2024-01-19,0.061906755706563246,3
2024-01-20,0.07133617491517011,3
2024-01-21,0.07363081038859355,3
2024-01-22,0.06735736048995328,3
2024-01-23,0.0673407308355097,3
2024-01-24,0.07121716911245714,3
2024-01-25,0.051500312089457614,1
2024-01-26,0.046309010782952256,1
2024-01-27,0.04566022820177513,1
2024-01-28,0.047095304950026465,1
2024-01-29,0.04601930183014966,1
2024-01-30,0.04440368989323362,1
2024-01-31,0.04673259875994305,1
2024-02-01,0.047016440859068837,1
2024-02-02,0.04265611527428265,1
2024-02-03,0.04187526159823938,1
2024-02-04,0.043268000974181126,1
2024-02-05,0.04318272443009777,1
2024-02-06,0.04800142420067794,1
2024-02-07,0.061638909427975196,1
2024-02-08,0.06036068109823976,1
2024-02-09,0.05599570919215594,1
2024-02-10,0.056882425921545465,1
2024-02-11,0.046602603637815536,1
2024-02-12,0.03677998487528989,1
2024-02-13,0.03166502750342142,1
2024-02-14,0.024690954615286413,1
2024-02-15,0.0275280881588144,1
2024-02-16,0.028812979171119787,1
2024-02-17,0.030497506618507593,1
2024-02-18,0.02996681149481154,1
2024-02-19,0.026781009805618396,1
2024-02-20,0.026089119563724585,1
2024-02-21,0.0347132563072016,3
2024-02-22,0.03687740873182618,3
2024-02-23,0.03397263005575871,3
2024-02-24,0.03431079190996124,3
2024-02-25,0.03491958048030473,3
2024-02-26,0.033054964622897254,3
2024-02-27,0.03783990596228828,3
2024-02-28,0.03277829045214912,3
2024-02-29,0.04297991020530797,3
2024-03-01,0.047553388199551384,3
2024-03-02,0.05753217333408031,3
2024-03-03,0.0559733232453495,3
2024-03-04,0.048521994712188446,3
2024-03-05,0.03307674833502823,3
2024-03-06,0.03666012979432836,3
2024-03-07,0.03807041312107721,3
2024-03-08,0.0377180587196896,3
2024-03-09,0.03769485008379911,3
2024-03-10,0.043492993244546606,3
2024-03-11,0.0616440866606996,3
2024-03-12,0.053015433532549845,3
2024-03-13,0.05494094021053875,3
2024-03-14,0.054801429117376746,3
2024-03-15,0.06034441622309569,3
2024-03-16,0.04925350574613357,3
2024-03-17,0.048652770074186155,3
2024-03-18,0.047931408145864,3
2024-03-19,0.0403433182762579,3
2024-03-20,0.03788960020939422,3
2024-03-21,0.037690581666835525,3
2024-03-22,0.03577307234441857,3
2024-03-23,0.03604139259021596,3
2024-03-24,0.0367874673499859,3
2024-03-25,0.03638564049770992,3
2024-03-26,0.03659480146703052,3
2024-03-27,0.035528998794115446,3
2024-03-28,0.034604364794360645,3
2024-03-29,0.03339646456310033,3
2024-03-30,0.03266614065445831,3
2024-03-31,0.03451442314285902,3
2024-04-01,0.03447571066973788,1
2024-04-02,0.03499879089224584,1
2024-04-03,0.02781057047150644,1
2024-04-04,0.02915414402409131,1
2024-04-05,0.030087355928680597,2
2024-04-06,0.030788577320725572,2
2024-04-07,0.031479950668645805,2
2024-04-08,0.03183255657982805,2
2024-04-09,0.02840554023406127,2
2024-04-10,0.027921763254987433,2
2024-04-11,0.02374450194563567,2
2024-04-12,0.017388998681703308,2
2024-04-13,0.013419152286201679,2
2024-04-14,0.012989258238621165,2
2024-04-15,0.014369922045850922,2
2024-04-16,0.01345056232197587,2
2024-04-17,0.013424675177829637,2
2024-04-18,0.017936902591275554,2
2024-04-19,0.021839261521883733,2
2024-04-20,0.02122539914445177,2
2024-04-21,0.022141480390102334,2
2024-04-22,0.02204084349301579,2
2024-04-23,0.023304601481007645,2
2024-04-24,0.023726109077953934,2
2024-04-25,0.023551826727405738,2
2024-04-26,0.026400991133655613,2
2024-04-27,0.0283062312650018,2
2024-04-28,0.0243148350886284,2
2024-04-29,0.023609062563168397,2
2024-04-30,0.02229702017808137,2
2024-05-01,0.02641341015549493,2
2024-05-02,0.01779067864553338,2
2024-05-03,0.014542534232496586,2
2024-05-04,0.014226763004098126,2
2024-05-05,0.01415967203095138,2
2024-05-06,0.014235692086974332,2
2024-05-07,0.013845880616947907,2
2024-05-08,0.013630640425469796,2
2024-05-09,0.013683203976616695,2
2024-05-10,0.010857055149815501,2
2024-05-11,0.010641606497912032,2
2024-05-12,0.00819263829596347,2
2024-05-13,0.01798062878396857,2
2024-05-14,0.01742275730638866,2
2024-05-15,0.016901212595665262,2
2024-05-16,0.01581716266043758,2
2024-05-17,0.013964954148850918,2
2024-05-18,0.014597792571858935,2
2024-05-19,0.014601933069246195,2
2024-05-20,0.011355217981658712,2
2024-05-21,0.011417681955919416,2
2024-05-22,0.013871398495309209,2
2024-05-23,0.012787339024188984,2
2024-05-24,0.010653272528542609,2
2024-05-25,0.010197588205278761,2
2024-05-26,0.010223491160394126,2
2024-05-27,0.012160699877641352,2
2024-05-28,0.011864592826047876,2
2024-05-29,0.012754371160643582,2
2024-05-30,0.015002816680480615,2
2024-05-31,0.01066199215278418,2
2024-06-01,0.010590491150360025,2
2024-06-02,0.012017049881909735,2
2024-06-03,0.014980201321520241,2
2024-06-04,0.016852952838378583,2
2024-06-05,0.01700286403915406,2
2024-06-06,0.020072191970489928,2
2024-06-07,0.018072891673356677,2
2024-06-08,0.017307658346143888,2
2024-06-09,0.019882090433557074,2
2024-06-10,0.02364527385743679,2
2024-06-11,0.020504115947345785,2
2024-06-12,0.02055265503188024,2
2024-06-13,0.01769919474003054,2
2024-06-14,0.018885522427110616,2
2024-06-15,0.017604655192428337,2
2024-06-16,0.016487168739852565,2
2024-06-17,0.017082800094998837,2
2024-06-18,0.01608695647650625,2
2024-06-19,0.015173053235496892,2
2024-06-20,0.01675258988200713,2
2024-06-21,0.01684648199702186,2
2024-06-22,0.01363157023769062,1
2024-06-23,0.01396288646676118,1
2024-06-24,0.01313420376886378,1
2024-06-25,0.013975241171742129,2
2024-06-26,0.014529819074090199,1
2024-06-27,0.01320323420879191,2
2024-06-28,0.011823859416144679,2
2024-06-29,0.012016124672496683,2
2024-06-30,0.012022727946058673,2
2024-07-01,0.012134998429804814,2
2024-07-02,0.011203681419799109,2
2024-07-03,0.009243690010691547,2
2024-07-04,0.006984991434362631,2
2024-07-05,0.00927914077561452,2
2024-07-06,0.005201793982248592,2
2024-07-07,0.005427996928343226,2
2024-07-08,0.006564001401641706,2
2024-07-09,0.006575045550033568,2
2024-07-10,0.008410445356266193,2
2024-07-11,0.009236523516450601,2
2024-07-12,0.00931752068025257,2
2024-07-13,0.010454835405823664,2
2024-07-14,0.01108218516205352,2
2024-07-15,0.009731492124306566,2
2024-07-16,0.011266998002064016,2
2024-07-17,0.012603496436766825,2
2024-07-18,0.017496375699101587,2
2024-07-19,0.018267256518632872,2
2024-07-20,0.018744794245051346,2
2024-07-21,0.01990986749614148,2
2024-07-22,0.021174073445886486,2
2024-07-23,0.020596631428738528,2
2024-07-24,0.022544895069107628,2
2024-07-25,0.019554015693413376,2
2024-07-26,0.019814184708088243,2
2024-07-27,0.019055272362855605,2
2024-07-28,0.019515930853406416,2
2024-07-29,0.01910768460533137,2
2024-07-30,0.019025385789444568,2
2024-07-31,0.019378664476746632,2
2024-08-01,0.020008423951624468,2
2024-08-02,0.018350443521534022,2
2024-08-03,0.02170517946300117,2
2024-08-04,0.018340577853929868,2
2024-08-05,0.02168119523849975,2
2024-08-06,0.026463625416274776,2
2024-08-07,0.04086288458059275,2
2024-08-08,0.04548930725885264,2
2024-08-09,0.044453161991956,2
2024-08-10,0.04473414824913041,2
2024-08-11,0.042595676436088734,2
2024-08-12,0.04437166270856897,2
2024-08-13,0.04349373611449585,2
2024-08-14,0.04499456705659759,2
2024-08-15,0.0439000099735218,2
2024-08-16,0.03945013815541145,2
2024-08-17,0.03616170423824768,2
2024-08-18,0.035225950907553295,2
2024-08-19,0.033969941341862625,2
2024-08-20,0.03610123920426731,2
2024-08-21,0.032778536141044375,2
2024-08-22,0.03290172783759494,2
2024-08-23,0.030685099839279098,2
2024-08-24,0.03260629211732134,2
2024-08-25,0.031565739827522345,2
2024-08-26,0.03147356683666269,2
2024-08-27,0.029814811727392334,2
2024-08-28,0.02950329880770033,2
2024-08-29,0.027254685104848964,2
2024-08-30,0.026030463194500426,2
2024-08-31,0.02538629986120153,2
2024-09-01,0.028423803410860857,2
2024-09-02,0.02695525266474986,2
2024-09-03,0.030945585874507513,2
2024-09-04,0.03657704602398076,2
2024-09-05,0.03799995380281754,2
2024-09-06,0.008922481026778417,2
2024-09-07,0.01529276321933616,2
2024-09-08,0.018841371881243046,2
2024-09-09,0.018266111619779375,2
2024-09-10,0.02072481828636824,2
2024-09-11,0.02542591313172054,2
2024-09-12,0.023701621725370423,2
2024-09-13,0.022106767665320805,2
2024-09-14,0.019429150531279665,2
2024-09-15,0.016820250182028856,2
2024-09-16,0.016523939241214345,2
2024-09-17,0.016155433941616146,2
2024-09-18,0.014536916310380609,2
2024-09-19,0.012882175840955988,2
2024-09-20,0.012484118853715302,2
2024-09-21,0.011224122303022428,2
2024-09-22,0.013369769663888621,2
2024-09-23,0.016477131439145965,2
2024-09-24,0.018592726514946787,2
2024-09-25,0.020024973894052556,2
2024-09-26,0.02272383431961918,2
2024-09-27,0.021944216171360515,2
2024-09-28,0.023385042525503337,2
2024-09-29,0.023879119044592466,2
2024-09-30,0.01776728816132547,2
2024-10-01,0.01729754964458127,2
2024-10-02,0.022117988184725743,2
2024-10-03,0.02186139742507345,2
2024-10-04,0.02081475075809238,2
2024-10-05,0.021653436875865635,2
2024-10-06,0.024442411957442782,2
2024-10-07,0.023175812003322763,2
2024-10-08,0.02268075694427662,2
2024-10-09,0.023508089096624732,2
2024-10-10,0.023681854842674686,2
2024-10-11,0.024451748637401113,2
2024-10-12,0.02660866528249057,2
2024-10-13,0.026815573704763087,2
2024-10-14,0.02188916930081068,2
2024-10-15,0.027896441625060206,2
2024-10-16,0.024766295165895524,2
2024-10-17,0.028435100679147864,2
2024-10-18,0.02927822945088636,2
2024-10-19,0.02814163047704578,2
2024-10-20,0.03005318495532414,2
2024-10-21,0.03072892719672453,2
2024-10-22,0.02844394795123299,2
2024-10-23,0.026323533581067024,2
2024-10-24,0.02531113307898719,2
2024-10-25,0.021918290586858586,2
2024-10-26,0.022277830619393646,2
2024-10-27,0.022062334737708158,2
2024-10-28,0.020022156508077107,2
2024-10-29,0.01519288771062361,2
2024-10-30,0.01764531961026959,2
2024-10-31,0.02056229562254565,2
2024-11-01,0.01819625370407514,2
2024-11-02,0.017847407810630468,2
2024-11-03,0.018775351118925657,2
2024-11-04,0.017794306853857095,2
2024-11-05,0.01965537731267539,2
2024-11-06,0.016141856411667918,2
2024-11-07,0.018046480288348425,2
2024-11-08,0.017436471766763786,2
2024-11-09,0.016125133273876303,2
2024-11-10,0.01677083709117078,2
2024-11-11,0.015745513212180245,2
2024-11-12,0.03710735428630112,2
2024-11-13,0.03794930644184716,2
2024-11-14,0.05637588972766688,2
2024-11-15,0.047779515547725075,2
2024-11-16,0.047607275312168656,2
2024-11-17,0.04947469273763315,3
2024-11-18,0.04799225853025211,3
2024-11-19,0.04596950322329353,3
2024-11-20,0.045125846369977504,3
2024-11-21,0.03920660212360838,3
2024-11-22,0.036303729631072326,3
2024-11-23,0.03129891955636347,3
2024-11-24,0.03462286747430622,3
2024-11-25,0.029619837464007544,3
2024-11-26,0.02734263695064104,3
2024-11-27,0.02645031356948868,3
2024-11-28,0.02601107802267684,3
2024-11-29,0.027935679317664792,3
2024-11-30,0.029053104826102658,3
2024-12-01,0.028614915704830744,3
2024-12-02,0.03424548227329519,3
2024-12-03,0.03885628947901531,3
2024-12-04,0.03869314120084069,3
2024-12-05,0.0360119148433904,3
2024-12-06,0.03813497050793194,3
2024-12-07,0.03872436693513755,3
2024-12-08,0.03814330295144075,3
2024-12-09,0.027031474274153148,3
2024-12-10,0.028086391724255852,3
2024-12-11,0.029182446531071295,3
2024-12-12,0.02826459147350688,3
2024-12-13,0.02807061222778335,3
2024-12-14,0.02877607462349981,3
2024-12-15,0.030399786028842374,3
2024-12-16,0.026566150279123915,3
2024-12-17,0.022088984164965787,3
2024-12-18,0.018780816405924147,3
2024-12-19,0.018059910142180287,3
2024-12-20,0.018960622852266993,3
2024-12-21,0.02038884832580932,3
2024-12-22,0.02130555332903833,2
2024-12-23,0.024857841824039384,2
2024-12-24,0.02532066583545613,2
2024-12-25,0.02646009638134629,2
2024-12-26,0.02534438488819931,2
2024-12-27,0.02663309683701742,2
2024-12-28,0.027465872384287476,2
2024-12-29,0.025767636662220164,2
2024-12-30,0.025959297106185705,2
2024-12-31,0.024906841656327772,2
2025-01-01,0.01883785278161265,2
2025-01-02,0.008819903296348642,2
2025-01-03,0.005619187899130613,2
2025-01-04,0.005473441656881745,2
2025-01-05,0.0061367736349392495,2
2025-01-06,0.005481446393209813,2
2025-01-07,0.005008974524948738,2
2025-01-08,0.01141694805596346,2
2025-01-09,0.008470925031778681,2
2025-01-10,0.007433795758082108,2
2025-01-11,0.009241941572315445,2
2025-01-12,0.009737360345377742,2
2025-01-13,0.01018974630673481,2
2025-01-14,0.009619696755691697,2
2025-01-15,0.008453883571831978,2
2025-01-16,0.008070259517291963,2
2025-01-17,0.011495784912981684,2
2025-01-18,0.025926244893497565,2
2025-01-19,0.021918472527953297,2
2025-01-20,0.025030617343172898,2
2025-01-21,0.024676220705757406,2
2025-01-22,0.026200559979138536,2
2025-01-23,0.026866136108828445,2
2025-01-24,0.02689606234697191,2
2025-01-25,0.029544812103217008,2
2025-01-26,0.02673996804631466,2
2025-01-27,0.026848148612514205,2
2025-01-28,0.026749897533193196,2
2025-01-29,0.027230158170507723,2
2025-01-30,0.02597987070305528,2
2025-01-31,0.02628329367242631,2
2025-02-01,0.02388685077549617,2
2025-02-02,0.025143235534620438,2
2025-02-03,0.023191990728903378,2
2025-02-04,0.021394860506037276,2
2025-02-05,0.023335204233241216,2
2025-02-06,0.026398772137602014,2
2025-02-07,0.026556700282428555,2
2025-02-08,0.025973144804099322,2
2025-02-09,0.025697244032475208,2
2025-02-10,0.026608789987279155,2
2025-02-11,0.025134194083335764,2
2025-02-12,0.02879145733634468,2
2025-02-13,0.029108416424563386,2
2025-02-14,0.03652211483770262,2
2025-02-15,0.03718325693000207,2
2025-02-16,0.04015551625299645,2
2025-02-17,0.017027753954458172,2
2025-02-18,0.021903887367290056,2
2025-02-19,0.02080788093376711,2
2025-02-20,0.022438610869254656,2
2025-02-21,0.020715040754613685,2
2025-02-22,0.022619126362363504,2
2025-02-23,0.022201101784471548,2
2025-02-24,0.015239990166704223,2
2025-02-25,0.015699682684025242,2
2025-02-26,0.01798907494665926,2
2025-02-27,0.018229645342241044,2
2025-02-28,0.01884443081510737,2
2025-03-01,0.02259674852846724,2
2025-03-02,0.03572968615148348,2
2025-03-03,0.024606852697343397,2
2025-03-04,0.030685885561794992,2
2025-03-05,0.028214232042450993,2
2025-03-06,0.02984537823555749,2
2025-03-07,0.030318318159159592,2
2025-03-08,0.029803990737394315,2
2025-03-09,0.026054779709498665,2
2025-03-10,0.024383598173756047,2
2025-03-11,0.02362063720632842,2
2025-03-12,0.021119475194388122,2
2025-03-13,0.021762281213680568,2
2025-03-14,0.020465283836528347,2
2025-03-15,0.018594364885453376,2
2025-03-16,0.018133184624789172,2
2025-03-17,0.015179223983383913,2
2025-03-18,0.0142927534883286,2
2025-03-19,0.014658623960256432,2
2025-03-20,0.011993553267309751,2
2025-03-21,0.012064212206428358,2
2025-03-22,0.011399337328865472,2
2025-03-23,0.011438384294628824,2
2025-03-24,0.011024139354206621,2
2025-03-25,0.010620825862314118,2
2025-03-26,0.012941873275224752,2
2025-03-27,0.013593599226055103,2
2025-03-28,0.011275414970665547,2
2025-03-29,0.010993256763969537,2
2025-03-30,0.011963749188091627,2
2025-03-31,0.01141302533236724,2
2025-04-01,0.007206888951935061,2
2025-04-02,0.013264457469181576,2
2025-04-03,0.014386282588383278,2
2025-04-04,0.014107869888906301,2
2025-04-05,0.01498120236008909,2
2025-04-06,0.010836546744264174,2
2025-04-07,0.011161024895782313,2
2025-04-08,0.01550500057938203,2
2025-04-09,0.01060172669929517,2
2025-04-10,0.010363597216580681,2
2025-04-11,0.01036760672365685,2
2025-04-12,0.009421698022900502,2
2025-04-13,0.010642406149767608,2
2025-04-14,0.00949130491672481,2
2025-04-15,0.0095130398134582,2
2025-04-16,0.008220374393238517,2
2025-04-17,0.008265062671736427,2
2025-04-18,0.005880415714882913,2
2025-04-19,0.005696722194846984,2
2025-04-20,0.0055826683844203305,2
2025-04-21,0.005718914371660371,2
2025-04-22,0.0045967158062544655,2
2025-04-23,0.004998707078405974,2
2025-04-24,0.005201861342187293,2
2025-04-25,0.004682470626739065,2
2025-04-26,0.0043900877905173235,2
2025-04-27,0.005764043801536936,2
2025-04-28,0.0059073943058798395,2
2025-04-29,0.005324506041746146,2
2025-04-30,0.005434723317354206,2
2025-05-01,0.005575952870866803,2
2025-05-02,0.006526905057542996,2
2025-05-03,0.006479788236050238,2
2025-05-04,0.006533788583969741,2
2025-05-05,0.006437296096724869,2
2025-05-06,0.008702514970814592,2
2025-05-07,0.00950247648708466,2
2025-05-08,0.008868610866791577,2
2025-05-09,0.010703628918919772,2
2025-05-10,0.013951309705807498,2
2025-05-11,0.012208467888796922,2
2025-05-12,0.012465227071942253,2
2025-05-13,0.013969991788902418,2
2025-05-14,0.013516646520329348,2
2025-05-15,0.014177266701647163,2
2025-05-16,0.014365417456960758,2
2025-05-17,0.013606507440516212,2
2025-05-18,0.012590452100535677,2
2025-05-19,0.012550080343124742,2
2025-05-20,0.012420972382422462,2
2025-05-21,0.013350812919168053,2
2025-05-22,0.016652893793980526,2
2025-05-23,0.012131995478171094,2
2025-05-24,0.012948886246812771,2
2025-05-25,0.012521888775992945,2
2025-05-26,0.01268146794596483,2
2025-05-27,0.012595783344006573,2
2025-05-28,0.011542180396300101,2
2025-05-29,0.011262510219586673,2
